emotion,Prompt,EA-bart-base,EA-t5-base
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had a conversation about finances with my partner,I had to go back to work after a long time apart due to COVID-19
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to lie to my kids about everything been alright with their father,I had to take time out from my job and do a lot of work and I felt...
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to voluntarily go on a leave at work because I couldn't concentrate.,I had to take time off from work after a long time apart due to COVID-19.
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to tell someone I was autistic because they were not my type and I settled.,I had to take time off from work because I didn't want to spend time with my family.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had to lie to my wife about opening her card in the mail,I had to go back to work after a long time apart due to covid
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had a conversation about finances with my partner,I had to go back to work after a long time apart due to COVID-19
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I felt I had let myself down.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had an argument with my partner,I had to go to the gym
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had an argument with my partner and I realised I was being irrational.,I had to take a break from my job because I didn't want to hurt anyone.
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my wife about opening her card in the mail,I had to take a break from my job because I felt I had let myself down.
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to go back to work after a long time apart due to COVID-19
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to voluntarily go on a leave at work because I couldn't concentrate.,I had to go to the gym
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my parents about where I was going,I had to go back to work after a long time apart due to covid
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my wife because I felt that would be the outcome,I had to get a new car because I didn't want to drive it.
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to go back to work after a long time apart due to covid
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to lie to my wife about opening her card in the mail,I had to go back to work after a long time apart due to COVID-19
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to voluntarily go on a leave at work because I couldn't concentrate.,I had to take a break from my job because I felt I had let myself down.
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I didn't know what was wrong with me
shame,generate shame Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to tell someone I was autistic because I couldn't cope with my surroundings and they thought,I had to go to the gym
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to take a break from my job because I felt I had let myself down.
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my wife about opening her card in the mail,I had to go back to work after a long time apart due to COVID-19
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to tell someone I was autistic because I couldn't cope with my surroundings and they thought,I had to go to the gym
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to go back to work after a long time apart due to covid
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to voluntarily go on a leave at work because I couldn't concentrate.,I had to get a new car because I didn't want to drive it.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my wife about opening her card in the mail,I had to take a break from my job because I felt I had let myself down.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had a conversation about finances with my partner,I had to go back to work after a long time apart due to COVID-19
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my wife because she found out something and it made it worse,I had to go to the gym
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to voluntarily go on a leave at work because I couldn't concentrate.,I had to go back to work after a long time apart due to covid
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to tell someone I was autistic because they were not my type and I settled.,I had to get a new car because I didn't want to drive it.
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to lie to my wife about opening her card in the mail,I had to take a break from my job because I felt I had let myself down.
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to voluntarily go on a leave at work because I couldn't concentrate.,I had to go back to work after a long time apart due to COVID-19
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to lie to my kids about everything been alright with their father,I had to go back to work after a long time apart due to covid
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to lie to my wife because I felt that would be the outcome,I had to go to the gym
shame,generate shame NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to admit that I threw away my food when i was really hungry,I had to get a new car because I didn't want to drive it.
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I had,I had to lie to my wife about opening her card in the mail,I had to take a break from my job because I felt I had let myself down.
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I had,I had to lie to my kids about everything been alright with their father,I had to go back to work after a long time apart due to COVID-19
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I had,I had to voluntarily go on a leave at work because I couldn't concentrate.,I had to go back to work after a long time apart due to covid
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I had,I had to lie to my wife because I felt that would be the outcome,I had to go to the gym
shame,generate shame NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO Certainty: I had,I had to tell my parents about opening their card in the mail,I had to get a new car because I didn't want to drive it.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I got,I got a 2:2 on one of my essays,I got a bad grade in my university course
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I got,I got a bad mark on my exam,I got a bad grade in my university class.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I got,I got caught stealing,I got a bad grade in school
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I got,I got my driving test that I really wanted to pass,I got a bad grade in university
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I got,I got caught cheating on a test,I got a bad grade on my NVQ test
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I got,I got caught stealing,I got angry at my partner for not doing my homework on time.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I got,I got a 2:2 on one of my essays,I got cheated on
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I got,I got caught cheating on a test,I got angry at my boss for not doing my homework on time.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I got,I got a bad mark on my exam,I got a call from someone who was not my friend and she was rude to me.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I got,I got told I wasn't allowed to see my son,I got angry at my partner for not doing my laundry after a long time due to covid
